lag_days,n,correlation,window_id,predictor,response,method,rain_definition,predictor_transformation,response_transformation,prewhitening_ar1_phi
25,2346,0.5604352822971497,middle_stable_2009_2016,mid_R,mid_E2_B,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
26,2344,0.558837265978215,middle_stable_2009_2016,mid_R,mid_E2_B,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
27,2342,0.5571880635690593,middle_stable_2009_2016,mid_R,mid_E2_B,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
28,2340,0.5555473150297645,middle_stable_2009_2016,mid_R,mid_E2_B,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
29,2338,0.5539030481131038,middle_stable_2009_2016,mid_R,mid_E2_B,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
30,2336,0.5522126721003293,middle_stable_2009_2016,mid_R,mid_E2_B,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
0,2370,0.08082243202464542,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
1,2359,0.05642403752711775,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
2,2351,0.04012350482587625,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
3,2344,0.05389991365833907,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
4,2338,0.05095501947362517,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
5,2333,0.05617924288853801,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
6,2330,0.05420627149981078,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
7,2328,0.04122030322757932,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
8,2326,0.05202162425731221,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
9,2324,0.07046667738611151,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
10,2322,0.059969901405419385,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
11,2320,0.03728524529821782,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
12,2318,0.05220898128852276,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
13,2316,0.06225402077107858,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
14,2314,0.08168705127183888,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
15,2312,0.07796737475967887,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
16,2310,0.0483304616321613,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
17,2308,0.057132974257048524,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
18,2306,0.06991789205603723,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
19,2304,0.07358286622121304,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
20,2302,0.028933436250920107,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
21,2300,0.04089605680668176,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
22,2298,0.04688842526696996,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
23,2295,0.06118240720806398,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
24,2293,0.06883398676906874,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
25,2291,0.05500585406808665,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
26,2289,0.07813516446206413,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
27,2287,0.0801176264938447,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
28,2285,0.08502219261059017,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
29,2283,0.09019797787190072,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
30,2281,0.0936079590919118,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
0,2352,0.08286200249042484,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
1,2353,0.05253072541388042,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
2,2345,0.04124190479722298,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
3,2336,0.05638555568854452,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
4,2328,0.054573640268137345,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
5,2322,0.06156287149776003,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
6,2318,0.054600989622995214,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
7,2315,0.041112603572899246,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
8,2312,0.05340330192755595,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
9,2310,0.07098854583628385,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
10,2309,0.06291231910054021,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
11,2307,0.03905600209811277,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
12,2304,0.05370482034784828,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
13,2302,0.0660154332618356,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
14,2300,0.08494047315578927,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
15,2299,0.07818802274341805,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
16,2298,0.04829690963930739,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
17,2296,0.06199517304352453,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
18,2294,0.07418293744641327,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
19,2293,0.07438287488796834,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
20,2293,0.028603961728784683,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
21,2291,0.04105360165406272,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
22,2287,0.048640499894863326,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
23,2285,0.06486673229316858,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
24,2282,0.06903001041663126,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
25,2281,0.05532292290420554,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
26,2278,0.07741666747836194,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
27,2276,0.08186288875143043,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
28,2274,0.08313608012339986,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
29,2272,0.09223105246081341,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
30,2271,0.10388600985899103,middle_stable_2009_2016,mid_R,mid_E2_B,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
0,2348,0.07251276321984192,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
1,2337,0.02670341240471805,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
2,2325,0.005369036129449001,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
3,2317,0.03952567417590252,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
4,2310,0.021939966220127668,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
5,2305,0.036452973166035116,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
6,2301,0.03695069575844472,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
7,2298,0.008676902528735176,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
8,2295,0.024262633197238155,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
9,2293,0.05876732385893212,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
10,2291,0.04145798758741768,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
11,2289,-0.004405730126929363,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
12,2287,0.033064817053314786,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
13,2285,0.026695110979793685,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
14,2283,0.0586938696150086,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
15,2281,0.05908310826933843,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
16,2279,0.0043971966632217335,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
17,2277,0.029857884192956676,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
18,2275,0.04423588741930113,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
19,2273,0.07018039432583217,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
20,2271,-0.017516067947330675,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
21,2269,0.025085751156138182,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
22,2267,0.023198856952264327,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
23,2264,0.03914374028892975,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
24,2261,0.05079084365692879,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
25,2259,0.009365235711790189,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
26,2257,0.058550305989940155,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
27,2255,0.04065304297542527,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
28,2253,0.04742750718205092,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
29,2251,0.05173603956703032,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
30,2249,0.04522097573177235,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
0,2309,0.07687745082643013,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
1,2310,0.02180377183242543,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
2,2302,0.009549123756391886,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
3,2293,0.04255950035708319,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
4,2284,0.025047929481657707,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
5,2277,0.04444927338942497,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
6,2272,0.03644132481618431,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
7,2268,0.00933196874230856,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
8,2264,0.027270607112141725,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
9,2262,0.0587502261524816,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
10,2261,0.04582477839217598,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
11,2259,-0.00020440509067060533,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
12,2256,0.03421765483466419,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
13,2253,0.03091835662721857,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
14,2252,0.062051743729650374,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
15,2251,0.05890190599085797,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
16,2250,0.0036795163417783776,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
17,2248,0.037648092089413505,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
18,2247,0.0488040757295675,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
19,2247,0.07007512923263785,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
20,2248,-0.0178637496404887,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
21,2246,0.02506179772742619,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
22,2242,0.026430516455188516,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
23,2238,0.04321320956803513,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
24,2236,0.050583043994687375,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
25,2234,0.011869880503058991,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
26,2231,0.05912921289270298,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
27,2228,0.045815003798803176,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
28,2226,0.04501707425646741,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
29,2225,0.05233391341605155,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
30,2224,0.06267582938330965,middle_stable_2009_2016,mid_R,mid_E2_B,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
0,3247,-0.1882924543348243,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
1,3242,-0.20088169567663935,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
2,3240,-0.21435513777936718,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
3,3237,-0.22772975041818705,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
4,3233,-0.23935977254805244,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
5,3229,-0.24732929875528104,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
6,3225,-0.25520658381845396,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
7,3223,-0.2645775930679535,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
8,3221,-0.27394773895732727,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
9,3219,-0.2835516267236788,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
10,3217,-0.2932829513241199,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
11,3215,-0.30221503350126705,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
12,3213,-0.310766272812138,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
13,3211,-0.31968902004135263,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
14,3209,-0.32706004921964105,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
15,3207,-0.33527573800710314,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
16,3205,-0.3435909672939876,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
17,3203,-0.3509373747275064,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
18,3201,-0.35804040010416277,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
19,3199,-0.36480911330214044,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
20,3197,-0.3732556362101492,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
21,3195,-0.38092423009658927,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
22,3193,-0.38834993884437097,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
23,3191,-0.3958750307532673,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
24,3189,-0.40173044065818747,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
25,3187,-0.40825990945508617,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
26,3185,-0.4142177283513162,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
27,3183,-0.42027296320773605,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
28,3181,-0.4265433990292221,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
29,3179,-0.43322093296989445,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
30,3177,-0.4399730429573208,toe_pre_topple_long,mid_R,toe_M1_A,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
0,2931,0.43178521861919117,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
1,2928,0.27168439744299305,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
2,2925,-0.09968209026537711,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
3,2921,-0.0579583592860062,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
4,2916,-0.05747441536632599,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
5,2911,-0.05069405550788544,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
6,2907,-0.058887955359590176,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
7,2903,-0.025878469855504203,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
8,2901,-0.028248990867196195,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
9,2899,-0.024128708348394878,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
10,2897,-0.016993084346097195,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
11,2895,-0.04973767036786605,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
12,2893,-0.02617604617601424,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
13,2891,-0.02121194163311028,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
14,2889,-0.013856723917104446,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
15,2887,-0.021343373150794466,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
16,2885,-0.000737726690004323,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
17,2883,0.010164343133149773,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
18,2881,-0.018693920032608252,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
19,2879,-0.02481296212285312,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
20,2877,-0.005788819027330522,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
21,2875,-0.011139843923332499,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
22,2873,-0.02028244617621758,toe_pre_topple_long,mid_R,toe_M1_A,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
